Serial, 1, 17.622161
Serial, 1, 17.612088
Serial, 1, 17.638221
Serial, 1, 17.643587
Serial, 1, 17.681729
Serial, 1, 17.650639
Serial, 1, 17.636555
Serial, 1, 17.727834
Serial, 1, 17.781583
Serial, 1, 17.815153
Serial, 1, 17.686009
Serial, 1, 17.625106
Serial, 1, 17.645696
Serial, 1, 17.640534
Serial, 1, 17.635819
Serial, 1, 17.628281
Serial, 1, 17.630123
Serial, 1, 17.685554
Serial, 1, 17.636931
Serial, 1, 17.725286
Serial, 1, 17.961904
Serial, 1, 17.680788
Parallel, 4, 11.297939
Parallel, 2, 11.923762
Serial, 1, 17.634396
Serial, 1, 17.610461
Serial, 1, 17.644213
Serial, 1, 17.631567
Serial, 1, 17.677645
Serial, 1, 17.735590
Serial, 1, 17.741475
Serial, 1, 17.614807
Parallel, 1, 19.153718
Parallel, 8, 11.002912
Parallel, 4, 9.753954
Parallel, 4, 9.761252
Parallel, 4, 9.789006
Parallel, 8, 10.973882
Parallel, 8, 10.989003
Parallel, 2, 11.881976
Parallel, 2, 11.883519
Parallel, 2, 11.915376
Parallel, 1, 19.159990
Parallel, 1, 19.158580
Parallel, 1, 19.164970
Parallel, 8, 10.987145
Parallel, 4, 9.759290
Parallel, 4, 9.783097
Parallel, 2, 11.897219
Parallel, 8, 11.027948
Parallel, 2, 12.502887
Parallel, 1, 19.170368
Parallel, 8, 10.993999
Parallel, 4, 9.770863
Parallel, 1, 19.158137
Parallel, 2, 11.918247
Parallel, 8, 10.976475
Parallel, 4, 10.307814
Parallel, 2, 11.923637
Parallel, 8, 10.989666
Parallel, 1, 19.159235
Parallel, 4, 9.764732
Parallel, 1, 19.194233
Parallel, 2, 11.881356
Parallel, 8, 10.999357
Parallel, 4, 9.782109
Parallel, 2, 11.887618
Parallel, 8, 11.030018
Parallel, 1, 19.160910
Parallel, 1, 19.148062
Parallel, 2, 12.009811
Parallel, 4, 9.760853
Parallel, 8, 11.005707
Parallel, 4, 9.782741
Parallel, 2, 11.874747
Parallel, 1, 19.154953
Parallel, 8, 10.990775
Parallel, 2, 11.892629
Parallel, 4, 10.244798
Parallel, 1, 19.214802
Parallel, 8, 10.987075
Parallel, 4, 9.754104
Parallel, 2, 11.903808
Parallel, 1, 19.187559
Parallel, 8, 10.984648
Parallel, 1, 19.186571
Parallel, 4, 9.762794
Parallel, 2, 11.915284
Parallel, 8, 10.995377
Parallel, 2, 11.877773
Parallel, 4, 9.936404
Parallel, 8, 11.009426
Parallel, 1, 19.159827
Parallel, 4, 9.762734
Parallel, 2, 13.755115
Parallel, 1, 19.161607
Parallel, 8, 11.058680
Parallel, 4, 9.748798
Parallel, 1, 19.201225
Parallel, 2, 12.689757
Parallel, 8, 10.997905
Parallel, 2, 11.876388
Parallel, 4, 9.762445
Parallel, 1, 19.194310
Parallel, 8, 10.983814
Parallel, 2, 12.855425
Parallel, 4, 10.848880
Parallel, 1, 19.205342
Parallel, 8, 10.998913
Parallel, 4, 9.764199
Parallel, 2, 12.475772
Parallel, 1, 19.160281
Parallel, 8, 10.986580
Parallel, 2, 11.885426
Parallel, 1, 19.166757
Parallel, 4, 9.754947
Parallel, 8, 11.000203
Parallel, 4, 9.757682
Parallel, 8, 10.979058
Parallel, 2, 14.371996
Parallel, 1, 19.206372
Parallel, 2, 11.877548
Parallel, 4, 9.770436
Parallel, 1, 19.200218
Parallel, 8, 10.982691
Parallel, 4, 9.762463
Parallel, 2, 11.869383
Parallel, 1, 19.168315
Parallel, 8, 10.991366
Parallel, 2, 11.905388
Parallel, 4, 10.272176
Parallel, 1, 19.166231
Parallel, 8, 10.983717
Parallel, 2, 11.882356
Parallel, 4, 10.572372
Parallel, 8, 10.983314
Parallel, 1, 19.305980
Parallel, 2, 12.150151
Parallel, 1, 19.193302
Parallel, 4, 10.285507
Parallel, 8, 10.981624
Parallel, 4, 9.763163
Parallel, 1, 19.171498
Parallel, 2, 11.893910
Parallel, 8, 11.000840
Parallel, 2, 11.914390
Parallel, 4, 9.751204
Parallel, 1, 19.501445
Parallel, 8, 10.992451
Parallel, 2, 11.876243
Parallel, 4, 9.758327
Parallel, 1, 19.155587
Parallel, 8, 11.399278
Parallel, 1, 19.458976
