Serial, 5000, 14.614707
Serial, 5000, 14.430309
Serial, 5000, 14.438748
Serial, 5000, 14.578163
Serial, 5000, 14.595788
Serial, 5000, 14.600154
Serial, 5000, 14.664110
Serial, 5000, 14.559555
Serial, 5000, 14.413027
Serial, 5000, 14.463098
Parallel, 5000, 244.424591
Parallel, 5000, 245.141693
Parallel, 5000, 245.510605
Parallel, 5000, 243.639618
Parallel, 5000, 247.777039
Parallel, 5000, 245.938416
Parallel, 5000, 240.353607
Parallel, 5000, 243.405045
Parallel, 5000, 245.064651
Parallel, 5000, 244.151260
