2;1;11;11;0.000039
2;1;7;7;0.000040
2;1;9;9;0.000039
2;1;15;15;0.000043
2;1;13;13;0.000038
0;8;4;4;0.000002
0;8;3;3;0.000002
0;8;5;5;0.000004
0;8;7;7;0.000019
0;8;9;9;0.000394
1;8;13;13;0.000004
1;8;3;3;0.000004
0;8;11;11;0.009123
1;8;5;5;0.000004
1;8;7;7;0.000004
1;8;15;15;0.000005
1;8;4;4;0.000004
0;8;13;13;0.231656
0;1;15;15;6.302067
2;8;3;3;0.001309
2;8;9;9;0.001735
2;8;4;4;0.002625
2;8;13;13;0.001461
2;8;7;7;0.001391
0;1;5;5;0.000003
2;8;5;5;0.001299
0;1;7;7;0.000019
0;1;3;3;0.000002
0;1;9;9;0.000381
0;1;13;13;0.232772
1;1;3;3;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
1;1;5;5;0.000004
1;1;9;9;0.000004
0;8;15;15;6.300606
1;1;13;13;0.000004
2;1;3;3;0.000057
1;1;15;15;0.000004
1;1;11;11;0.000004
2;1;4;4;0.000037
2;1;5;5;0.000038
2;1;7;7;0.000040
2;1;11;11;0.000038
2;1;13;13;0.000039
2;1;15;15;0.000063
0;8;4;4;0.000002
0;8;5;5;0.000003
0;8;11;11;0.009000
0;8;13;13;0.233694
0;1;15;15;6.317848
1;8;5;5;0.000004
1;8;4;4;0.000004
1;8;3;3;0.000004
1;8;7;7;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;4;4;0.002566
2;8;9;9;0.001742
2;8;7;7;0.005613
2;8;11;11;0.001723
2;8;13;13;0.001448
2;8;3;3;0.001254
2;8;15;15;0.008344
0;1;4;4;0.000003
0;8;15;15;6.301949
1;1;3;3;0.000004
1;1;5;5;0.000004
1;1;7;7;0.000004
1;1;9;9;0.000004
2;1;11;11;0.000038
0;8;4;4;0.000003
0;8;5;5;0.000003
1;8;4;4;0.000004
1;8;3;3;0.000004
0;8;7;7;0.000033
1;8;5;5;0.000004
1;8;9;9;0.000004
1;8;7;7;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;4;4;0.002430
2;8;9;9;0.001705
2;8;5;5;0.001905
2;8;7;7;0.001498
2;8;11;11;0.001762
0;1;3;3;0.000002
2;8;15;15;0.001450
0;1;4;4;0.000003
0;1;5;5;0.000003
0;1;7;7;0.000019
0;1;9;9;0.000385
1;1;9;9;0.000004
0;1;11;11;0.009124
1;1;3;3;0.000024
1;1;5;5;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
1;1;11;11;0.000004
0;1;13;13;0.233135
1;1;15;15;0.000004
1;1;13;13;0.000004
2;1;3;3;0.000038
2;1;5;5;0.000039
0;8;3;3;0.000002
2;1;9;9;0.000039
2;1;15;15;0.000043
2;1;11;11;0.000039
2;1;7;7;0.000038
0;8;5;5;0.000003
0;8;7;7;0.000018
0;8;9;9;0.000385
0;8;11;11;0.009080
1;8;3;3;0.000004
0;8;13;13;0.231863
1;8;4;4;0.000004
1;8;5;5;0.000004
1;8;7;7;0.000004
1;8;9;9;0.000004
1;8;11;11;0.000004
0;1;15;15;6.302323
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.002446
2;8;9;9;0.001729
2;8;13;13;0.001455
2;8;7;7;0.001412
2;8;15;15;0.001453
0;1;4;4;0.000002
0;1;5;5;0.000003
0;8;15;15;6.302294
0;1;9;9;0.000386
0;1;7;7;0.000019
0;1;11;11;0.009116
1;1;3;3;0.000004
1;1;5;5;0.000004
1;1;4;4;0.000004
0;1;13;13;0.233489
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000004
1;1;13;13;0.000004
2;1;4;4;0.000039
2;1;3;3;0.000048
2;1;5;5;0.000040
0;8;4;4;0.000002
2;1;9;9;0.000039
2;1;11;11;0.000039
0;8;5;5;0.000003
2;1;15;15;0.000050
2;1;13;13;0.000038
2;1;7;7;0.000038
0;8;7;7;0.000019
0;8;3;3;0.000002
0;8;9;9;0.000375
0;8;11;11;0.009024
0;8;13;13;0.232820
1;8;3;3;0.000004
1;8;7;7;0.000004
1;8;9;9;0.000004
1;8;11;11;0.000004
0;1;15;15;6.304947
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.001178
2;8;7;7;0.001452
2;8;13;13;0.001450
2;8;9;9;0.001789
2;8;15;15;0.001468
0;1;9;9;0.000375
0;1;3;3;0.000003
2;8;4;4;0.005541
0;1;11;11;0.009164
0;1;13;13;0.232634
1;1;3;3;0.000004
1;1;4;4;0.000004
0;8;15;15;6.301421
1;1;9;9;0.000009
1;1;7;7;0.000004
1;1;11;11;0.000004
1;1;13;13;0.000004
1;1;15;15;0.000004
2;1;3;3;0.000057
2;1;4;4;0.000037
2;1;5;5;0.000039
2;1;7;7;0.000056
2;1;9;9;0.000038
2;1;11;11;0.000061
2;1;13;13;0.000037
0;8;3;3;0.000002
0;8;7;7;0.000019
2;1;15;15;0.000048
0;8;4;4;0.000002
0;8;11;11;0.009096
1;8;5;5;0.000004
1;8;7;7;0.000004
1;8;9;9;0.000004
0;1;15;15;6.302464
1;8;11;11;0.000004
1;8;15;15;0.000004
2;8;3;3;0.002480
2;8;4;4;0.001386
2;8;7;7;0.001445
2;8;5;5;0.001251
2;8;9;9;0.001639
2;8;11;11;0.001638
2;8;13;13;0.001436
2;8;15;15;0.001526
0;1;3;3;0.000002
0;1;9;9;0.000375
0;1;7;7;0.000018
1;1;3;3;0.000004
0;1;11;11;0.009167
1;1;4;4;0.000004
0;1;13;13;0.232076
0;8;15;15;6.302202
1;1;7;7;0.000004
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000005
2;1;3;3;0.000042
1;1;13;13;0.000004
2;1;7;7;0.000044
2;1;9;9;0.000061
2;1;4;4;0.000039
2;1;5;5;0.000039
2;1;13;13;0.000037
0;8;9;9;0.000375
0;8;3;3;0.000002
0;8;5;5;0.000003
1;8;4;4;0.000004
0;8;11;11;0.009262
0;8;13;13;0.232583
0;1;15;15;6.301875
1;8;7;7;0.000004
1;8;9;9;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000009
2;8;3;3;0.003963
2;8;5;5;0.001267
2;8;11;11;0.00277
2;8;7;7;0.001472
2;8;13;13;0.001488
2;8;15;15;0.003223
0;1;3;3;0.000002
0;1;4;4;0.000003
0;1;5;5;0.000004
0;1;7;7;0.000020
0;1;9;9;0.000375
1;1;3;3;0.000004
0;1;11;11;0.009139
1;1;4;4;0.000004
0;1;13;13;0.231955
1;1;5;5;0.000004
0;8;15;15;6.310843
1;1;7;7;0.000004
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;13;13;0.000004
2;1;3;3;0.000037
2;1;4;4;0.000036
2;1;5;5;0.000037
2;1;11;11;0.000038
2;1;9;9;0.000038
2;1;7;7;0.000037
2;1;13;13;0.000061
2;1;15;15;0.000040
0;1;15;15;6.303254
0;8;4;4;0.000002
0;8;5;5;0.000003
0;8;7;7;0.000019
1;8;3;3;0.000004
0;8;9;9;0.000375
1;8;4;4;0.000004
0;8;11;11;0.009336
1;8;5;5;0.000004
0;8;13;13;0.234192
1;8;7;7;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000004
2;8;13;13;0.001470
0;1;3;3;0.000002
0;1;4;4;0.000002
0;1;9;9;0.000375
0;1;7;7;0.000018
1;1;3;3;0.000004
0;1;11;11;0.009263
1;1;5;5;0.000004
0;1;13;13;0.232608
0;8;15;15;6.301090
1;1;7;7;0.000004
1;1;9;9;0.000004
2;1;5;5;0.000039
2;1;4;4;0.000038
2;1;9;9;0.000040
2;1;11;11;0.000040
2;1;7;7;0.000038
1;1;11;11;0.000004
2;1;13;13;0.000040
2;1;15;15;0.000043
0;8;3;3;0.000002
0;8;7;7;0.000019
1;8;3;3;0.000004
0;8;9;9;0.000389
0;8;11;11;0.009079
0;8;4;4;0.000002
1;8;5;5;0.000004
0;8;13;13;0.233447
1;8;7;7;0.000004
1;8;11;11;0.000004
0;1;15;15;6.301163
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.002445
2;8;4;4;0.001292
2;8;9;9;0.001644
2;8;7;7;0.001478
2;8;13;13;0.001452
2;8;15;15;0.001539
2;8;11;11;0.001702
0;1;9;9;0.000375
0;1;5;5;0.000003
0;1;3;3;0.000002
0;1;7;7;0.000018
1;1;5;5;0.000004
1;1;3;3;0.000004
0;1;11;11;0.009133
1;1;4;4;0.000004
0;1;13;13;0.232209
0;8;15;15;6.300783
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;13;13;0.000004
2;1;13;13;0.000040
2;1;9;9;0.000039
1;1;15;15;0.000004
2;1;3;3;0.000038
2;1;4;4;0.000039
2;1;7;7;0.000039
2;1;11;11;0.000051
2;1;5;5;0.000038
0;8;11;11;0.009119
0;1;15;15;6.302516
1;8;9;9;0.000004
1;8;11;11;0.000004
2;8;5;5;0.001317
1;8;15;15;0.000004
2;8;11;11;0.002797
1;8;13;13;0.000004
2;8;4;4;0.001418
2;8;3;3;0.003228
2;8;7;7;0.001527
2;8;13;13;0.004718
0;1;4;4;0.000002
0;1;5;5;0.000003
0;1;7;7;0.000019
1;1;3;3;0.000004
1;1;5;5;0.000004
0;1;9;9;0.000375
1;1;7;7;0.000004
0;1;11;11;0.009242
1;1;9;9;0.000004
0;1;13;13;0.232108
1;1;13;13;0.000004
1;1;15;15;0.000004
2;1;3;3;0.000040
2;1;7;7;0.000038
0;8;3;3;0.000002
2;1;9;9;0.000047
2;1;5;5;0.000039
2;1;13;13;0.000039
0;8;5;5;0.000003
0;8;7;7;0.000019
0;8;9;9;0.000375
1;8;3;3;0.000004
1;8;5;5;0.000004
1;8;4;4;0.000004
1;8;9;9;0.000004
1;8;7;7;0.000004
0;8;11;11;0.009280
1;8;11;11;0.000004
0;8;13;13;0.234681
0;1;15;15;6.302088
1;8;13;13;0.000004
2;8;3;3;0.001169
2;8;4;4;0.001352
2;8;5;5;0.001210
0;1;3;3;0.000002
2;8;7;7;0.002257
2;8;13;13;0.001465
2;8;9;9;0.005615
0;1;4;4;0.000002
0;1;5;5;0.000003
1;1;5;5;0.000004
1;1;13;13;0.000004
1;1;3;3;0.000004
0;8;15;15;6.302724
1;1;15;15;0.000004
2;1;7;7;0.000038
2;1;3;3;0.000044
2;1;5;5;0.000051
2;1;11;11;0.000046
2;1;13;13;0.000038
0;8;3;3;0.000002
2;1;15;15;0.000044
0;8;4;4;0.000002
0;8;5;5;0.000003
0;8;9;9;0.000393
0;8;11;11;0.009095
1;8;3;3;0.000004
1;8;4;4;0.000004
1;8;5;5;0.000009
1;8;7;7;0.000004
1;8;13;13;0.000004
0;8;13;13;0.233548
1;8;15;15;0.000004
2;8;3;3;0.001263
2;8;4;4;0.002437
2;8;5;5;0.003957
2;8;7;7;0.001405
2;8;9;9;0.002877
0;1;7;7;0.000019
0;1;9;9;0.000385
1;1;5;5;0.000004
1;1;9;9;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
0;1;11;11;0.008944
1;1;13;13;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000004
1;1;3;3;0.000005
0;1;13;13;0.232501
0;8;15;15;6.301905
2;1;4;4;0.000040
2;1;5;5;0.000037
2;1;15;15;0.000044
0;8;3;3;0.000002
2;1;7;7;0.000038
0;8;4;4;0.000002
2;1;11;11;0.000059
0;8;7;7;0.000034
2;1;13;13;0.000039
2;1;9;9;0.000039
0;8;9;9;0.000375
0;8;5;5;0.000003
1;8;7;7;0.000004
1;8;13;13;0.000004
1;8;15;15;0.000004
1;8;3;3;0.000004
1;8;11;11;0.000004
1;8;4;4;0.000004
0;8;11;11;0.009254
2;8;3;3;0.001219
0;8;13;13;0.233353
0;1;15;15;6.302644
2;8;4;4;0.002121
2;8;5;5;0.004825
0;1;3;3;0.000002
0;1;4;4;0.000002
0;1;7;7;0.000018
2;8;13;13;0.001469
2;8;15;15;0.002759
0;1;5;5;0.000003
0;1;9;9;0.000388
0;1;13;13;0.232020
1;1;3;3;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
1;1;5;5;0.000004
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000004
1;1;13;13;0.000004
2;1;3;3;0.000037
0;8;15;15;6.304184
2;1;4;4;0.000039
2;1;5;5;0.000038
2;1;9;9;0.000039
2;1;7;7;0.000038
2;1;13;13;0.000039
2;1;15;15;0.000042
0;8;3;3;0.000002
0;8;5;5;0.000003
0;8;7;7;0.000018
0;8;4;4;0.000002
0;8;9;9;0.000375
0;8;11;11;0.009242
0;8;13;13;0.231738
1;8;3;3;0.000004
1;8;4;4;0.000004
0;1;15;15;6.305173
1;8;5;5;0.000004
1;8;9;9;0.000004
1;8;11;11;0.000019
1;8;13;13;0.000004
2;8;3;3;0.002512
1;8;15;15;0.000004
2;8;4;4;0.001353
2;8;5;5;0.001396
2;8;15;15;0.001437
0;1;3;3;0.000002
0;1;5;5;0.000003
0;1;9;9;0.000382
0;1;7;7;0.000018
0;1;4;4;0.000002
0;1;13;13;0.232252
1;1;3;3;0.000004
0;8;15;15;6.302518
1;1;5;5;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
1;1;9;9;0.000004
1;1;13;13;0.000004
1;1;15;15;0.000004
2;1;3;3;0.000039
2;1;4;4;0.000037
2;1;5;5;0.000039
2;1;9;9;0.000039
2;1;11;11;0.000039
2;1;13;13;0.000038
2;1;15;15;0.000044
0;8;9;9;0.000387
0;8;5;5;0.000003
0;8;7;7;0.000019
0;8;3;3;0.000002
0;8;11;11;0.009210
0;8;4;4;0.000002
0;8;13;13;0.231749
0;1;15;15;6.304380
1;8;4;4;0.000004
1;8;5;5;0.000004
1;8;3;3;0.000004
1;8;7;7;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000004
2;8;4;4;0.001359
1;8;15;15;0.000004
2;8;7;7;0.004129
2;8;9;9;0.002858
0;1;3;3;0.000002
2;8;15;15;0.001424
2;8;11;11;0.001703
0;1;5;5;0.000003
0;1;9;9;0.000392
0;1;7;7;0.000019
0;1;11;11;0.009287
0;1;4;4;0.000003
0;1;13;13;0.231560
1;1;4;4;0.000004
0;8;15;15;6.302622
1;1;5;5;0.000004
1;1;7;7;0.000004
1;1;9;9;0.000004
2;1;3;3;0.000057
1;1;15;15;0.000004
1;1;13;13;0.000004
2;1;5;5;0.000039
2;1;4;4;0.000039
1;1;11;11;0.000004
2;1;7;7;0.000040
2;1;9;9;0.000057
2;1;13;13;0.000040
2;1;15;15;0.000044
1;8;4;4;0.000004
1;8;11;11;0.000004
1;8;13;13;0.000009
1;8;9;9;0.000004
1;8;7;7;0.000004
2;8;3;3;0.001239
2;8;4;4;0.001330
2;8;5;5;0.003564
1;8;15;15;0.000004
2;8;9;9;0.001638
2;8;11;11;0.001638
2;8;13;13;0.001570
0;1;3;3;0.000002
0;1;5;5;0.000003
0;1;7;7;0.000018
0;1;9;9;0.000375
2;8;15;15;0.001434
0;1;11;11;0.009172
0;1;13;13;0.232078
1;1;3;3;0.000004
0;8;15;15;6.302416
1;1;4;4;0.000004
1;1;7;7;0.000004
1;1;9;9;0.000004
1;1;11;11;0.000004
2;1;4;4;0.000047
1;1;15;15;0.000004
1;1;13;13;0.000004
2;1;3;3;0.000039
2;1;5;5;0.000039
2;1;9;9;0.000048
2;1;7;7;0.000039
2;1;11;11;0.000039
2;1;13;13;0.000039
0;8;3;3;0.000002
0;8;4;4;0.000002
0;8;5;5;0.000003
0;8;9;9;0.000375
1;8;3;3;0.000004
0;8;7;7;0.000019
0;8;13;13;0.232066
0;1;15;15;6.302742
0;8;11;11;0.009136
1;8;4;4;0.000004
1;8;7;7;0.000004
1;8;9;9;0.000004
1;8;13;13;0.000004
2;8;5;5;0.001216
2;8;7;7;0.001518
1;8;15;15;0.000004
2;8;11;11;0.002339
2;8;4;4;0.001309
0;1;3;3;0.000002
0;1;7;7;0.000023
0;1;5;5;0.000003
1;1;3;3;0.000004
0;1;9;9;0.000375
0;1;4;4;0.000002
0;1;11;11;0.009173
1;1;5;5;0.000004
0;1;13;13;0.232640
0;8;15;15;6.301838
1;1;7;7;0.000004
1;1;11;11;0.000004
2;1;9;9;0.000039
2;1;7;7;0.000039
2;1;4;4;0.000038
1;1;15;15;0.000004
2;1;11;11;0.000038
1;1;9;9;0.000004
1;1;13;13;0.000004
2;1;13;13;0.000039
2;1;15;15;0.000042
0;8;3;3;0.000002
0;8;4;4;0.000002
0;8;9;9;0.000385
1;8;4;4;0.000004
0;8;11;11;0.009285
0;8;5;5;0.000003
1;8;5;5;0.000004
0;8;13;13;0.232857
0;1;15;15;6.302155
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.001154
2;8;5;5;0.001270
2;8;9;9;0.001779
2;8;13;13;0.001454
2;8;11;11;0.005431
2;8;15;15;0.001404
1;1;3;3;0.000004
1;1;4;4;0.000004
0;1;11;11;0.009119
0;1;13;13;0.233341
0;8;15;15;6.302948
1;1;5;5;0.000004
2;1;9;9;0.000038
2;1;13;13;0.000038
2;1;5;5;0.000038
2;1;15;15;0.000043
0;8;4;4;0.000002
0;8;9;9;0.000389
1;8;4;4;0.000004
0;8;11;11;0.009164
0;8;5;5;0.000003
1;8;5;5;0.000004
0;8;13;13;0.231617
0;1;15;15;6.306818
1;8;9;9;0.000004
1;8;11;11;0.000004
2;8;9;9;0.001639
2;8;7;7;0.001449
2;8;3;3;0.001205
2;8;5;5;0.001255
2;8;13;13;0.001401
2;8;4;4;0.001326
2;8;15;15;0.001476
0;1;5;5;0.000003
0;1;7;7;0.000018
0;1;3;3;0.000002
0;1;11;11;0.009250
0;1;13;13;0.236576
1;1;5;5;0.000004
1;1;3;3;0.000004
1;1;4;4;0.000004
1;1;7;7;0.000004
0;8;15;15;6.301752
1;1;9;9;0.000004
1;1;11;11;0.000004
2;1;4;4;0.000036
2;1;13;13;0.000039
1;1;13;13;0.000004
2;1;5;5;0.000038
2;1;7;7;0.000039
2;1;11;11;0.000049
2;1;15;15;0.000043
1;1;15;15;0.000004
0;8;3;3;0.000002
0;8;4;4;0.000002
0;8;5;5;0.000003
0;8;7;7;0.000019
0;8;9;9;0.000387
0;8;11;11;0.009096
0;1;15;15;6.303098
1;8;5;5;0.000004
1;8;7;7;0.000004
1;8;3;3;0.000004
1;8;9;9;0.000004
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.003304
2;8;5;5;0.001348
2;8;4;4;0.001245
2;8;9;9;0.002565
2;8;7;7;0.002564
2;8;11;11;0.001751
0;8;15;15;6.305025
0;1;4;4;0.000002
0;1;7;7;0.000019
1;1;3;3;0.000004
1;1;4;4;0.000004
0;1;9;9;0.000393
1;1;5;5;0.000004
0;1;11;11;0.009180
0;1;5;5;0.000003
1;1;9;9;0.000004
1;1;7;7;0.000004
0;1;13;13;0.232127
1;1;11;11;0.000004
1;1;13;13;0.000004
2;1;3;3;0.000040
2;1;4;4;0.000040
2;1;5;5;0.000039
2;1;7;7;0.000049
2;1;9;9;0.000049
2;1;11;11;0.000040
2;1;13;13;0.000039
0;8;3;3;0.000002
2;1;15;15;0.000043
0;8;5;5;0.000003
0;8;7;7;0.000018
0;8;9;9;0.000375
0;8;11;11;0.009157
0;8;13;13;0.232471
1;8;5;5;0.000004
1;8;9;9;0.000004
1;8;7;7;0.000004
0;1;15;15;6.301347
1;8;13;13;0.000004
1;8;11;11;0.000004
1;8;15;15;0.000004
2;8;3;3;0.004960
2;8;4;4;0.001351
2;8;7;7;0.005606
2;8;13;13;0.002678
0;1;13;13;0.233347
1;1;3;3;0.000004
1;1;4;4;0.000004
1;1;9;9;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000004
1;1;5;5;0.000009
2;1;3;3;0.000039
1;1;7;7;0.000004
2;1;9;9;0.000045
2;1;11;11;0.000041
2;1;13;13;0.000040
2;1;15;15;0.000041
0;8;3;3;0.000002
0;8;4;4;0.000003
0;8;9;9;0.000375
0;8;5;5;0.000003
0;8;11;11;0.009173
1;8;3;3;0.000004
0;8;13;13;0.232151
1;8;5;5;0.000004
0;1;15;15;6.303902
1;8;7;7;0.000004
1;8;9;9;0.000004
1;8;11;11;0.000004
1;8;15;15;0.000004
1;8;13;13;0.000004
2;8;5;5;0.004060
2;8;9;9;0.003328
2;8;11;11;0.001712
2;8;13;13;0.001552
2;8;15;15;0.001476
0;1;3;3;0.000002
0;1;7;7;0.000019
0;1;9;9;0.000386
0;1;11;11;0.009198
0;1;13;13;0.231487
1;1;3;3;0.000004
1;1;4;4;0.000004
1;1;5;5;0.000004
1;1;7;7;0.000004
0;8;15;15;6.301943
1;1;9;9;0.000004
1;1;13;13;0.000004
1;1;15;15;0.000004
2;1;3;3;0.000038
2;1;4;4;0.000040
2;1;5;5;0.000039
2;1;7;7;0.000038
2;1;13;13;0.000039
2;1;15;15;0.000042
0;8;3;3;0.000002
0;1;15;15;6.310974
1;8;3;3;0.000004
1;8;4;4;0.000004
1;8;9;9;0.000004
1;8;7;7;0.000004
1;8;5;5;0.000004
1;8;13;13;0.000004
2;8;3;3;0.001263
1;8;15;15;0.000004
2;8;4;4;0.002426
2;8;5;5;0.001233
0;1;4;4;0.000002
2;8;11;11;0.001603
2;8;9;9;0.001686
2;8;15;15;0.001516
2;8;7;7;0.002661
2;8;13;13;0.001200
0;1;5;5;0.000003
0;1;11;11;0.009277
0;1;13;13;0.231621
1;1;3;3;0.000004
0;8;15;15;6.305780
1;1;4;4;0.000004
1;1;5;5;0.000004
1;1;11;11;0.000004
1;1;9;9;0.000004
1;1;13;13;0.000004
1;1;15;15;0.000004
2;1;5;5;0.000039
2;1;9;9;0.000058
2;1;13;13;0.000039
0;8;3;3;0.000002
0;8;7;7;0.000018
2;1;7;7;0.000040
2;1;3;3;0.000039
0;8;5;5;0.000003
2;1;4;4;0.000055
2;1;15;15;0.000053
0;8;9;9;0.000375
0;1;15;15;6.302339
1;8;5;5;0.000004
1;8;3;3;0.000004
0;8;11;11;0.009101
1;8;7;7;0.000004
1;8;4;4;0.000004
0;8;13;13;0.232577
1;8;11;11;0.000004
1;8;13;13;0.000004
1;8;15;15;0.000004
2;8;3;3;0.001232
2;8;5;5;0.001285
2;8;4;4;0.001407
0;1;3;3;0.000002
2;8;9;9;0.001666
2;8;15;15;0.001514
2;8;13;13;0.001466
0;1;4;4;0.000003
0;1;5;5;0.000003
0;1;7;7;0.000019
0;1;11;11;0.009305
0;1;13;13;0.232716
1;1;4;4;0.000004
1;1;5;5;0.000004
0;8;15;15;6.303841
1;1;7;7;0.000005
1;1;15;15;0.000004
2;1;4;4;0.000038
2;1;5;5;0.000038
2;1;11;11;0.000038
2;1;9;9;0.000039
2;1;7;7;0.000039
2;1;13;13;0.000039
0;8;3;3;0.000002
0;8;4;4;0.000003
0;8;5;5;0.000003
0;8;9;9;0.000394
0;8;11;11;0.009109
0;1;15;15;6.303934
1;8;7;7;0.000004
1;8;5;5;0.000004
1;8;9;9;0.000004
1;8;15;15;0.000004
2;8;3;3;0.001213
2;8;4;4;0.001384
2;8;5;5;0.001234
2;8;15;15;0.001571
2;8;11;11;0.001725
2;8;9;9;0.001623
0;1;3;3;0.000002
0;1;4;4;0.000002
0;1;7;7;0.000019
0;1;9;9;0.000375
0;1;13;13;0.232634
1;1;3;3;0.000004
0;8;15;15;6.317475
1;1;4;4;0.000004
1;1;5;5;0.000004
1;1;7;7;0.000004
1;1;9;9;0.000004
1;1;13;13;0.000004
1;1;11;11;0.000004
1;1;15;15;0.000004
2;1;4;4;0.000038
2;1;3;3;0.000038
2;1;7;7;0.000039
2;1;9;9;0.000042
2;1;11;11;0.000038
2;1;13;13;0.000038
0;8;7;7;0.000019
0;8;3;3;0.000002
0;8;4;4;0.000002
0;8;11;11;0.009362
2;1;15;15;0.000042
0;8;9;9;0.000379
0;8;5;5;0.000003
0;8;13;13;0.232588
1;8;4;4;0.000004
0;1;15;15;6.304347
1;8;5;5;0.000004
1;8;15;15;0.000004
1;8;9;9;0.000004
1;8;13;13;0.000004
1;8;11;11;0.000004
2;8;4;4;0.001311
2;8;3;3;0.004425
1;8;7;7;0.000004
2;8;5;5;0.001202
2;8;9;9;0.002769
2;8;11;11;0.001711
0;1;4;4;0.000003
2;8;13;13;0.001410
2;8;15;15;0.001601
0;1;11;11;0.009132
0;1;9;9;0.000378
0;1;13;13;0.231807
0;1;7;7;0.000019
1;1;3;3;0.000004
0;8;15;15;6.301521
1;1;5;5;0.000004
1;1;7;7;0.000004
2;1;7;7;0.000039
2;1;9;9;0.000040
0;8;9;9;0.000395
0;8;7;7;0.000019
2;1;15;15;0.000043
2;1;13;13;0.000039
0;8;3;3;0.000002
0;8;11;11;0.009086
0;8;13;13;0.231657
0;1;15;15;6.301569
1;8;4;4;0.000004
1;8;5;5;0.000004
2;8;9;9;0.004482
2;8;11;11;0.001769
0;1;3;3;0.000002
2;8;15;15;0.004301
2;8;13;13;0.002748
0;1;4;4;0.000002
0;1;7;7;0.000019
0;1;5;5;0.000003
0;1;9;9;0.000375
0;1;11;11;0.009279
