3-modified, 2, 0.057416
3-modified, 1, 0.087202
3-modified, 4, 0.043258
3-modified, 8, 0.046988
3-modified, 32, 0.048406
1-original, 2, 0.097214
1-original, 1, 0.097842
1-original, 4, 0.097973
1-original, 8, 0.098078
1-original, 16, 0.097143
1-original, 32, 0.097651
1-modified, 4, 0.046068
1-modified, 2, 0.066424
1-modified, 1, 0.104501
1-modified, 16, 0.047252
1-modified, 8, 0.051325
1-modified, 32, 0.048298
2-original, 2, 0.192169
2-original, 8, 0.192933
2-original, 16, 0.192069
2-original, 32, 0.192203
2-modified, 2, 0.106470
2-modified, 4, 0.081356
2-modified, 8, 0.089776
2-modified, 32, 0.093442
3-original, 2, 0.060899
3-original, 1, 0.060779
3-original, 4, 0.062389
3-original, 16, 0.061196
3-original, 8, 0.061220
3-original, 32, 0.060911
3-modified, 1, 0.087306
3-modified, 4, 0.043131
3-modified, 2, 0.057214
3-modified, 8, 0.046731
3-modified, 16, 0.046659
3-modified, 32, 0.048164
1-original, 8, 0.097921
1-original, 16, 0.097419
1-original, 32, 0.098193
1-modified, 1, 0.103787
1-modified, 2, 0.065824
1-modified, 16, 0.047860
1-modified, 32, 0.046990
2-original, 1, 0.193024
2-original, 4, 0.192427
2-original, 32, 0.192502
2-original, 16, 0.192704
2-original, 8, 0.193036
2-modified, 8, 0.090459
2-modified, 16, 0.090435
3-original, 2, 0.061481
3-original, 1, 0.060915
3-original, 8, 0.061873
3-original, 16, 0.060908
3-original, 32, 0.061966
3-modified, 4, 0.043745
3-modified, 16, 0.045958
3-modified, 8, 0.049082
3-modified, 32, 0.048496
1-original, 8, 0.097750
1-original, 16, 0.097722
1-original, 32, 0.098559
1-modified, 1, 0.104401
1-modified, 2, 0.066272
1-modified, 8, 0.046102
1-modified, 16, 0.047241
1-modified, 32, 0.049955
2-original, 1, 0.192782
2-original, 2, 0.192629
2-original, 16, 0.192483
2-original, 4, 0.192728
2-original, 8, 0.192855
2-modified, 8, 0.090310
2-modified, 16, 0.092230
2-modified, 32, 0.093488
2-modified, 4, 0.081665
3-original, 4, 0.061471
3-original, 1, 0.061151
3-original, 2, 0.061788
3-original, 8, 0.061384
3-original, 16, 0.061549
3-original, 32, 0.061385
3-modified, 2, 0.058358
3-modified, 4, 0.043237
3-modified, 8, 0.046620
3-modified, 16, 0.048756
3-modified, 32, 0.053982
1-original, 1, 0.097813
1-original, 2, 0.097431
1-original, 8, 0.097751
1-original, 16, 0.097502
1-original, 32, 0.097490
1-modified, 1, 0.104118
1-modified, 2, 0.065978
1-modified, 4, 0.046151
1-modified, 8, 0.050004
1-modified, 32, 0.047893
1-modified, 16, 0.048601
2-original, 2, 0.192187
2-original, 32, 0.192271
2-original, 16, 0.192046
2-modified, 4, 0.081281
2-modified, 2, 0.106525
2-modified, 1, 0.166313
2-modified, 32, 0.091426
3-original, 2, 0.060784
3-original, 1, 0.061583
3-original, 4, 0.061474
3-original, 16, 0.061297
3-original, 8, 0.061795
3-original, 32, 0.061658
3-modified, 1, 0.086639
3-modified, 4, 0.043483
3-modified, 2, 0.057584
3-modified, 8, 0.049657
3-modified, 16, 0.046536
3-modified, 32, 0.049441
1-original, 8, 0.097847
1-original, 16, 0.097699
1-modified, 1, 0.104166
1-original, 32, 0.097839
1-modified, 2, 0.066319
1-modified, 4, 0.046369
1-modified, 8, 0.050535
1-modified, 16, 0.047670
1-modified, 32, 0.049054
2-original, 1, 0.192544
2-original, 16, 0.192602
2-original, 32, 0.192310
2-modified, 2, 0.106525
2-modified, 1, 0.166671
2-modified, 4, 0.081185
2-modified, 8, 0.088815
2-modified, 16, 0.087909
3-original, 1, 0.061315
2-modified, 32, 0.093655
3-original, 8, 0.061709
3-original, 16, 0.061106
3-original, 32, 0.061690
3-modified, 1, 0.087633
3-modified, 2, 0.057945
3-modified, 4, 0.043680
3-modified, 8, 0.048549
3-modified, 16, 0.049162
3-modified, 32, 0.048871
1-original, 1, 0.097925
1-original, 2, 0.097958
1-original, 4, 0.097713
1-original, 16, 0.097592
1-original, 8, 0.097451
1-original, 32, 0.098143
1-modified, 1, 0.104475
1-modified, 2, 0.066055
1-modified, 16, 0.046773
1-modified, 32, 0.049335
2-original, 1, 0.192174
2-original, 4, 0.192583
2-original, 8, 0.192798

2-original, 32, 0.192811
2-modified, 2, 0.106430
2-modified, 1, 0.166769
2-modified, 4, 0.081298
2-modified, 16, 0.091279
3-original, 1, 0.061283
2-modified, 32, 0.093324
3-original, 8, 0.061631
3-original, 2, 0.061003
3-original, 4, 0.061487
3-original, 16, 0.062339
3-original, 32, 0.061560
3-modified, 2, 0.057235
3-modified, 1, 0.087573
3-modified, 8, 0.045264
3-modified, 4, 0.043097
3-modified, 16, 0.048274
3-modified, 32, 0.046884
1-original, 16, 0.097339
1-original, 32, 0.097684
1-modified, 4, 0.046352
1-modified, 2, 0.066172
1-modified, 1, 0.104242
1-modified, 16, 0.049714
1-modified, 8, 0.046707
1-modified, 32, 0.045035
2-original, 1, 0.193094
2-original, 2, 0.192276
2-original, 32, 0.192708
2-original, 4, 0.192463
2-original, 8, 0.192573

2-modified, 8, 0.088024
2-modified, 16, 0.089629
2-modified, 32, 0.094885
3-original, 2, 0.061115
3-original, 1, 0.062490
3-original, 4, 0.061893
3-original, 8, 0.061449
3-original, 16, 0.061200
3-original, 32, 0.061131
3-modified, 4, 0.044139
3-modified, 16, 0.048325
3-modified, 8, 0.046540
3-modified, 32, 0.046475
1-original, 8, 0.097372
1-original, 16, 0.097346
1-modified, 1, 0.103759

1-modified, 2, 0.066188
1-modified, 8, 0.048076

1-modified, 32, 0.049450
2-original, 1, 0.192971
2-original, 2, 0.192282
2-original, 4, 0.192360
2-original, 16, 0.192761
2-original, 8, 0.192983
2-modified, 1, 0.166182
2-original, 32, 0.192961
2-modified, 2, 0.106845
2-modified, 16, 0.092973
3-original, 1, 0.060608
3-original, 2, 0.062076
2-modified, 32, 0.091238
3-original, 8, 0.061603
3-original, 4, 0.061784
3-original, 32, 0.060892
3-original, 16, 0.061772
3-modified, 2, 0.057900
3-modified, 1, 0.086888
3-modified, 4, 0.043674
3-modified, 8, 0.047319
3-modified, 16, 0.047918
3-modified, 32, 0.048058
1-original, 2, 0.097844
1-original, 1, 0.097335
1-original, 4, 0.097932
1-original, 32, 0.097412
1-original, 8, 0.098417
1-original, 16, 0.098079
1-modified, 4, 0.046503
1-modified, 2, 0.066420
1-modified, 1, 0.104875
1-modified, 16, 0.046936
1-modified, 8, 0.047857
1-modified, 32, 0.048897
2-original, 1, 0.192265
2-original, 8, 0.192442
2-original, 4, 0.192816
2-original, 16, 0.192266
2-modified, 1, 0.165801
2-original, 32, 0.192843
2-modified, 2, 0.106577
2-modified, 4, 0.081634
2-modified, 8, 0.087362
2-modified, 32, 0.092112
3-original, 4, 0.061390
3-original, 2, 0.061761
3-original, 8, 0.062333
3-original, 16, 0.061136
3-original, 32, 0.061794
3-modified, 1, 0.087624
3-modified, 2, 0.057328
3-modified, 16, 0.048940
3-modified, 32, 0.053893
1-original, 1, 0.098254
1-original, 2, 0.098291
1-original, 4, 0.097365
1-original, 16, 0.097434
1-original, 32, 0.097030
1-modified, 4, 0.046199
1-modified, 2, 0.065565
1-modified, 1, 0.104425
1-modified, 16, 0.048560
1-modified, 8, 0.048050
1-modified, 32, 0.050363
2-original, 8, 0.192986
2-original, 2, 0.205242
2-original, 16, 0.192698
2-original, 32, 0.192297
2-modified, 1, 0.166716
2-modified, 2, 0.120666
2-modified, 8, 0.088794
2-modified, 16, 0.099851
2-modified, 32, 0.092825
3-original, 2, 0.061883
3-original, 1, 0.061687
3-original, 4, 0.061579
3-original, 8, 0.061580
3-original, 16, 0.061263
3-original, 32, 0.066275
3-modified, 1, 0.087583
3-modified, 2, 0.060708
3-modified, 16, 0.050452
3-modified, 32, 0.050913
1-original, 2, 0.097500
1-original, 1, 0.100626
1-original, 16, 0.097075
1-original, 32, 0.097578
1-modified, 1, 0.109335
1-modified, 4, 0.046224
1-modified, 2, 0.065599
1-modified, 8, 0.048974
1-modified, 16, 0.051788
1-modified, 32, 0.047086
2-original, 2, 0.192332
2-original, 1, 0.193573
2-original, 4, 0.193576
2-original, 16, 0.192291
2-original, 32, 0.192360
2-modified, 8, 0.087483
2-modified, 2, 0.106653
2-modified, 16, 0.093636
2-modified, 32, 0.098091
3-original, 4, 0.061646
3-original, 8, 0.062606
3-original, 16, 0.062198
3-original, 32, 0.061550
3-modified, 1, 0.087439
3-modified, 4, 0.043206
3-modified, 8, 0.047336
3-modified, 16, 0.047776
3-modified, 32, 0.050695
1-original, 1, 0.098041
1-original, 4, 0.097627
1-original, 2, 0.099984
1-original, 8, 0.097276
1-original, 16, 0.097743
1-original, 32, 0.097599
1-modified, 1, 0.103955
1-modified, 8, 0.044453
1-modified, 4, 0.046638
1-modified, 16, 0.048188
2-original, 2, 0.193929
2-original, 1, 0.193283
2-original, 32, 0.192294
2-original, 4, 0.192970
2-original, 16, 0.191973
2-original, 8, 0.193597
2-modified, 2, 0.106902
2-modified, 1, 0.165948
2-modified, 4, 0.080986
2-modified, 8, 0.091522
2-modified, 16, 0.091878
2-modified, 32, 0.091161
3-original, 1, 0.061645
3-original, 2, 0.060752
3-original, 4, 0.062361
3-original, 16, 0.060801
3-original, 8, 0.060808
3-original, 32, 0.062628
3-modified, 1, 0.087080
3-modified, 2, 0.057830
3-modified, 4, 0.043936
3-modified, 8, 0.044715
3-modified, 16, 0.045891
3-modified, 32, 0.050184
1-original, 2, 0.097970
1-original, 16, 0.097647
1-original, 8, 0.097699
1-modified, 2, 0.065827
1-original, 32, 0.097382
1-modified, 1, 0.103972
1-modified, 16, 0.046259
1-modified, 32, 0.048508
2-original, 1, 0.192420
2-original, 2, 0.192080
2-original, 4, 0.192292
2-original, 16, 0.193074
2-original, 8, 0.192832
2-original, 32, 0.192952
2-modified, 2, 0.106382
2-modified, 1, 0.167074
2-modified, 4, 0.081062
2-modified, 8, 0.089406
2-modified, 16, 0.092717
3-original, 1, 0.061323
2-modified, 32, 0.097098
3-original, 4, 0.061142
3-original, 2, 0.060900
3-original, 8, 0.060713
3-original, 16, 0.061643
3-original, 32, 0.061054
3-modified, 2, 0.056808
3-modified, 1, 0.087592
3-modified, 4, 0.043111
3-modified, 8, 0.046421
3-modified, 16, 0.048046
