128, 0.023313, 1
256, 0.041543, 1
512, 0.073835, 1
1024, 0.144457, 1
2048, 0.280693, 1
4096, 0.581909, 1
8192, 1.142118, 1
16384, 2.270480, 1
128, 0.022921, 1
256, 0.038733, 1
512, 0.073680, 1
1024, 0.142175, 1
2048, 0.280210, 1
4096, 0.569524, 1
8192, 1.128158, 1
16384, 2.317947, 1
128, 0.023887, 1
256, 0.038759, 1
512, 0.073111, 1
1024, 0.151395, 1
2048, 0.282309, 1
4096, 0.563955, 1
8192, 1.150115, 1
16384, 2.284806, 1
128, 0.023296, 1
256, 0.038744, 1
512, 0.074191, 1
1024, 0.142406, 1
2048, 0.282407, 1
4096, 0.564335, 1
8192, 1.151926, 1
16384, 2.284071, 1
128, 0.023142, 1
256, 0.039399, 1
512, 0.073866, 1
1024, 0.141695, 1
2048, 0.290487, 1
4096, 0.566208, 1
8192, 1.140650, 1
16384, 2.263179, 1
128, 0.024310, 1
256, 0.038847, 1
512, 0.073147, 1
1024, 0.142767, 1
2048, 0.286341, 1
4096, 0.577771, 1
8192, 1.129144, 1
16384, 2.278494, 1
128, 0.023616, 1
256, 0.038787, 1
512, 0.078120, 1
1024, 0.142987, 1
2048, 0.281623, 1
4096, 0.599616, 1
8192, 1.149129, 1
16384, 2.278025, 1
128, 0.023564, 1
256, 0.038587, 1
512, 0.073747, 1
1024, 0.142211, 1
2048, 0.280794, 1
4096, 0.574165, 1
8192, 1.136485, 1
16384, 2.329837, 1
128, 0.025543, 1
256, 0.038965, 1
512, 0.073701, 1
1024, 0.142564, 1
2048, 0.281584, 1
4096, 0.571649, 1
8192, 1.138239, 1
16384, 2.296099, 1
128, 0.025199, 1
256, 0.038853, 1
512, 0.075195, 1
1024, 0.142177, 1
2048, 0.280972, 1
4096, 0.586133, 1
8192, 1.153066, 1
16384, 2.272465, 1
128, 0.023379, 1
256, 0.038641, 1
512, 0.073653, 1
1024, 0.141656, 1
2048, 0.288405, 1
4096, 0.593601, 1
8192, 1.141226, 1
16384, 2.265035, 1
128, 0.022976, 1
256, 0.038797, 1
512, 0.073145, 1
1024, 0.143940, 1
2048, 0.281578, 1
4096, 0.587827, 1
8192, 1.136433, 1
16384, 2.292739, 1
128, 0.023455, 1
256, 0.038897, 1
512, 0.073783, 1
1024, 0.143458, 1
2048, 0.281107, 1
4096, 0.583377, 1
8192, 1.198996, 1
16384, 2.264153, 1
128, 0.023645, 1
256, 0.038555, 1
512, 0.073248, 1
1024, 0.142635, 1
2048, 0.281655, 1
4096, 0.569935, 1
8192, 1.136581, 1
16384, 2.258542, 1
128, 0.023629, 1
256, 0.038891, 1
512, 0.073295, 1
1024, 0.143187, 1
2048, 0.282540, 1
4096, 0.574700, 1
8192, 1.137018, 1
16384, 2.259933, 1
128, 0.023568, 1
256, 0.038832, 1
512, 0.073286, 1
1024, 0.142399, 1
2048, 0.290170, 1
4096, 0.587020, 1
8192, 1.130135, 1
16384, 2.270893, 1
128, 0.023019, 1
256, 0.038610, 1
512, 0.073155, 1
1024, 0.147251, 1
2048, 0.294497, 1
4096, 0.623936, 1
8192, 1.217395, 1
16384, 2.282812, 1
128, 0.022922, 1
256, 0.038711, 1
512, 0.073937, 1
1024, 0.141566, 1
2048, 0.282448, 1
4096, 0.574352, 1
8192, 1.159722, 1
16384, 2.277285, 1
128, 0.023367, 1
256, 0.038914, 1
512, 0.073178, 1
1024, 0.141634, 1
2048, 0.279911, 1
4096, 0.573633, 1
8192, 1.151634, 1
16384, 2.262658, 1
128, 0.024261, 1
256, 0.038674, 1
512, 0.073326, 1
1024, 0.144695, 1
2048, 0.281473, 1
4096, 0.576871, 1
8192, 1.126611, 1
16384, 2.279364, 1
