1, 2048, 0.285261, 1
1, 4096, 0.574040, 1
1, 8192, 1.160790, 1
1, 16384, 2.295825, 1
1, 128, 0.023462, 1
1, 256, 0.039010, 1
1, 512, 0.074134, 1
1, 1024, 0.147653, 1
1, 2048, 0.287736, 1
1, 4096, 0.583037, 1
1, 8192, 1.144451, 1
1, 16384, 2.286186, 1
1, 128, 0.023332, 1
1, 256, 0.039305, 1
1, 512, 0.074151, 1
1, 1024, 0.142277, 1
1, 2048, 0.284178, 1
1, 4096, 0.573854, 1
1, 8192, 1.156694, 1
1, 16384, 2.314722, 1
1, 128, 0.023670, 1
1, 256, 0.039548, 1
1, 512, 0.074301, 1
1, 1024, 0.142448, 1
1, 2048, 0.282632, 1
1, 4096, 0.578784, 1
1, 8192, 1.132451, 1
1, 16384, 2.302614, 1
1, 128, 0.024264, 1
1, 256, 0.040038, 1
1, 512, 0.073554, 1
1, 1024, 0.142620, 1
1, 2048, 0.284384, 1
1, 4096, 0.577794, 1
1, 8192, 1.128362, 1
1, 16384, 2.280327, 1
